sub_id,A1,A2,A3,A4,A5,A6,A7,A8,story,p_type,q1,q2,q3,q4,q5,q6,q7,q8
sub-09,I dont remember,Sven proposes to isabel when going through security because he forgot to stow the ring,I dont remember,I don't remember this being described,11 months,2 pink diamonds,A velvet case,Her best friend maybe but i might be confusing that with another couple,22,np,0,0,0,0,3,3,1,3
sub-10,A good amount of time,"Isabel forgot her laptop in her duffel bag and sven needs to empty his pockets, which leads him to propose to her",Gate 6,They sit in first class together,Can't remember,2 pink diamonds,Ring box,Her best friend,22,soc,0,0,0,1,0,3,1,3
sub-12,,Sven leaves the engagement ring in his pocket,,,,,Sven's hand,Her friends,22,np,0,0,0,0,0,0,0,1
sub-13,15 minutes,An issue with the machine,C34,I don't recall,11 months,Two purple diamonds,A box in his pocket at the security line,Her best friend,22,soc,0,0,2,0,3,2,1,3
sub-14,1 hour,,3b,,18 months,"1, yellow",Velvet box,Sister,22,loc,0,0,0,0,0,0,2,0
sub-16,I don't remember,Sven got rings in his pocket,I don't remember,"First class, a1 and a2",11 months,I don't remember,I don't remember,I don't remember,22,loc,0,0,0,3,3,0,0,0
sub-17,,Isabel's laptop is buried at the bottom of her duffel,J37,"1st class, next to each other. maybe 7a and 7b",11 mos,2 pink diamonds,In a velvet box,,22,np,0,0,0,3,3,3,2,0
sub-18,,"Isabel left her laptop in her bag going through security, then sven still has the ring in his pocket",,,11 months,2 pink diamonds,Black box,Her friend ,22,soc,0,0,0,0,3,3,1,1
sub-19,,The detector catches the ring in sven's pocket,,,,,,,22,np,0,0,0,0,0,0,0,0
sub-20,1 hour 15 minutes,There's someone with a lot of metal on their person,30,2a and 2b in first class,11 months,,,,22,loc,3,3,0,3,3,0,0,0
sub-21,,,,,,"5, red",The ring box,,22,np,0,0,0,0,0,0,1,0
sub-22,,Someone in front of them has too much metal and she needs to find her laptop in her bag,,First class 2a and 2b,,"1 diamond, silver",Out of his pocket,Her best friend,22,soc,0,3,0,3,0,0,0,3
sub-23,,,,,5 years,3,Cash register,Her dad,22,loc,0,0,0,0,0,0,0,0
sub-24,,Some metal material in man,,,,,,,22,np,0,2,0,0,0,0,0,0
sub-25,1 hour and 15 min,,2,,11 months,5 red,,Family,22,loc,3,0,0,0,3,0,0,0
sub-26,45 mins,Sven has metal in his pocket. he forgot to take the ring out,,,23 months,1 diamond,A ring box,Her dad,22,np,0,0,0,0,0,0,1,0
sub-27,,Some guy in front had lots of metal on his body,,,"11 months, and he already got the ring 2 months prior",,"He pulled out a box from his bag, but then pocketed the ring before he was forced to present it",Probably her family like mom or dada,22,loc,0,3,0,0,3,0,1,0
sub-29,,A person has a lot of metal on them,,,11 months,2 pink diamonds,A velvet case,Isabel texts her best friend,22,soc,0,3,0,0,3,3,1,3
sub-31,,Metal from the ring in the box ,,,11 months,2 pink diamonds,None,Best friend,22,np,0,0,0,0,3,3,0,3
sub-34,1 hour 15 minutes,Sven has a wedding ring in his pocket,,"First class, 2a,2b",,"1diamond, standard",A red little box,,22,soc,3,0,0,0,0,0,2,0
sub-36,1 hour,Sven has metal object in his pocket,,,1 year,3,It's in a box,Her sister,22,loc,0,0,0,0,0,0,1,0
sub-37,"I originally said 2 hours, i think, but i believe im mixing it up with another story. i don't think i remember","There is an item in sven's shoes/luggage/some part of him that needs examining. the item is a ring, which he uses to propose to isabel on the spot. this causes quite a commotion; isabel is in shock and sort of runs off, leaving him at security, but when he catches up to her she says yes.",,"Seats 2a and 2b, but unfortunately i'm not positive on the section. i said earlier that i thought they were in economy, and i still believe that is the most likely.",,"I believe there are 5 smaller diamonds surrounding a different gem. these diamonds were either red or yellow, i.e. not the classic diamond color.",Shoesquestion i thinkquestion,Her sister.,22,loc,0,0,0,2,0,0,0,0
sub-38,,Sven forgot to take the ring out of his pocket,,,11 months,,Velvet box,Her best friend,22,np,0,0,0,0,3,0,2,3
sub-01, ,It's a chemistry class. the lecture is about ions.,,There is an upcoming midterm.,A few years. i think since freshman year.,The diamonds are red and there are several small ones on the ring. 5 i think,Aaron takes the ring out of his backpack,,24,soc,0,2,0,1,1,3,0,0
sub-02,"Princeton, one of the fanciest or largest ones","Chemistry, ions",Ions and protons,Don't remember,Three years since freshman year,Don't remember,Notebook or notecard ...,Sister,24,soc,1,2,0,0,3,0,3,3
sub-04,Idk,Introduction to chemistry,Protons are what identify electrons ,Midterm next monday,3 years,"3 or 5, red",Idk,Idk,24,soc,0,2,1,3,3,3,0,0
sub-07,,"Chemistry, ions",Atomic number is determined by number of protons,,,,,,24,np,0,2,1,0,0,0,0,0
sub-08,I don't know,General chemistry where they are learning about the periodic table and isotopes,Sodium has 11 protons but the number of electrons may change,The midterm exam is going to be held the following friday,Three years,Five red diamonds,A notebook,Lana texts her sister,24,soc,0,1,2,3,3,3,3,3
sub-09,Chemistry class with angled rows of seating,"Chemistry and the lecture is about the number protons determining the element, with the example of sodium... na ... given which has 11 protons and is thus the 11th element","Proton number determines the element, sodium is the example which has 11",I do not remember,"Years, maybe 2 or 3",5 red diamonds,I do not remember other than it being in a case,Lana texts her dad maybe,24,np,0,1,2,0,3,3,0,0
sub-12,"Rows of desks, stage at front for professor","Ancient philosophy, aristotle",Categories,Final on friday, ,"Red, 5",Aaron's notebook,Her dad,24,loc,0,0,0,0,0,3,3,0
sub-14,"Large, old, with chandeliers","Chemistruy class, and today's lecture is about ions, specifically sodium",Elements are numbered by the number of protons they have,Midterm exam on monday,3 years,"3 diamonds, red",Velvet box,Friend,24,loc,1,2,1,2,3,2,0,0
sub-16,I don't remember,Chemistry. i don't remember about the lecture.,I don't remember,There was no assignment but would be an exam in a week.,I don't remember,I don't remember,On a notebook,Her best friend,24,loc,0,1,0,1,0,0,3,0
sub-17,"Fanciest on campus. wood floors, chandelier, projector screen where chalkboards once were",Intro to chemistry; ions,Elements are defined by number of protons,Midterm next week on the material from the first four weeks of class,Since freshman year,5 red diamonds,A box,,24,np,3,3,1,2,1,3,0,0
sub-19,,They are in chemistry lecture; they are learning about the elements,The number of protons in an element is what makes it unique,"They have a midterm on monday, which covers the first 4 weeks of material",3 years,5 red diamonds,,,24,loc,0,1,1,1,3,3,0,0
sub-20,,"Intro chemistry, learning about ions and identifying atoms",Atoms are defined by the number of protons,Exam covering first 4 weeks of lectures on tuesday,3 years,,,,24,np,0,3,1,1,3,0,0,0
sub-21,"Princeton, large, has a chandelier","Chemistry, protons",Protons help identify elements,Midterm on what they covered in the 1st 4 weeks of class,3 yearsquestion,"5, red",Book,Sister,24,loc,2,1,1,1,3,3,2,3
sub-22,"Most beautiful in princeton, large windows and high cielings","Intro to chemistry, about the periodic table, how many protons are in sodium",How many protons are in sodium,,,5 red,Notebook,,24,soc,2,2,1,0,0,3,3,0
sub-23,,Organic chemistry ,,There's a midterm next tuesday,A few years ,,,Family,24,np,0,1,0,1,0,0,0,0
sub-24,High ceiling,"Chemistry, elements",,Midterm, ,,,,24,loc,1,1,0,1,0,0,0,0
sub-25,At princeton in a large room,Introduction to chemistry and about protons and elements and what makes elements unique,That an element is distinguishable by its number of protoins,Either this friday or next week,,5 red,,Sister,24,np,1,2,1,1,0,3,0,3
sub-26,"Chandeliers hanging, medium sized","Chemistry class, todays lecture is about properties of electrons",How atoms have a distinct number of protons,Midterm exam next week,Since freshman year of college. three years i think,5 red diamonds,A notebook,Her sister,24,loc,1,1,1,3,3,3,3,3
sub-27,Princeton lecture halls with that gothic/hogwarts aesthetic and vibes,"Chemistry, prof asks what makes atoms unique. ",Protons are what identify an atom. atomic number equals number of protons,,Since freshman year when they met in a similar class,5 red diamonds cause theyre quirky and match her avant garde style,It was tucked into his notebook,Parents probably. friends are waiting outside and came in,24,loc,1,1,1,0,1,3,3,0
sub-28,Large with lots of students,Chemistry,,Next week,23 months,5 red diamonds,A notebook,Her sister,24,soc,0,1,0,1,0,3,3,3
sub-31,"Nice large chandeliers, the nicest lecture hall in princeton",Chemistry--how protons define the identity of an elememt,Sodium has 11 protons,Final exam for the class next tuesday,,4 red diamonds,,Best friend,24,np,2,1,1,2,0,2,0,0
sub-33,"Projector, chalkboards, no window because in basement","Chemistry, ions",,,6 months,"5, red",Notebook,Sister,24,soc,1,2,0,0,0,3,3,3
sub-34,Big,Introduction to chemistry - ions,The number of protons defines the type of atom,Midterm next thursday,3 years,5 red diamonds,A box,Her best friend,24,soc,0,3,1,1,3,3,0,0
sub-35,Chemistry lecture hall with desks and presentation area for a slideshow,"Chemistry, ionic bonds",Some c-named chemical/compound and its ionic bond,,,5 diamonds in a bright red,Aaron presents the ring,Her sister,24,soc,1,2,0,0,0,3,0,3
sub-36,It is a big lecture hall,They are in a chemistry class and lecture is about periodic tables- sodium and chloride,Periodic tables - sodium and chloride are mentioned,Midterm due next monday,3 years,,It is presented in a box,Her best friend,24,np,0,1,1,2,3,0,0,0
sub-37,"Not sure, but there are a lot of students, ie the hall is large.","Introduction to chemistry, and the lecture is about ions, and also reading the periodic table by atomic number. there is a midterm next week covering everything from the first four weeks of class.","Ions of atoms are all considered the same atom even though the number of electrons is different, because the atomic number, which is essentially the weight of an atom, depends on the number of protons, which does not change from ion to ion",Ah. there is a midterm next week covering the first four weeks of class.,I believe 5 years,Unfortunately this might be the one with 5 smaller diamonds. i honestly can't remember which story that was.,"I'm not sure it was presented in anything other than a ring box, but it was in front of the class as part of an experiment",She texts her parents,24,np,0,3,2,2,0,2,0,0
sub-38,"Three projectors up front, multiple desks with outlets",Chemistry lecture about elements,The number of protons that an element has is its defining feature,Midterm exam on the material covered in the first four weeks,3 years,"It's avant-garde, as that's what lana likes",,,24,loc,1,1,1,2,3,0,0,0
sub-01,It's big and modern with a lot of light.,It's a philosophy class. the lecture is about aristotle.,,There is an upcoming paper due,Alma is the ceo of a student web developing company. charlie is part of a student investing/venture capital club.,34000,,,34,np,1,0,0,1,2,0,0.0,0
sub-02,Modern i think,I don't remember,Finance maybe,I don't remember,One is a finance person and the other is a developer of some sort,2000,Don't remember,A hug,34,np,1,0,0,0,1,0,0.0,3
sub-03,A large auditorium with three projector screens a large tables for each row,"A class on roman/greek history, about augustus",Augustus was important for a variety of reasons,The midterm paper due next week,Investing club member and startup ceo,200000,Black something,A hug,34,loc,2,1,1,2,1,0,0.0,3
sub-04,"Beautiful, with chandeliers and wood floor and nice paneling i think . and high ceilings","Mummification, ancient egypt",That mummification is misunderstood by most people in pop culture,Quiz next monday,Idk,26000,Idk,Idk,34,np,0,0,0,0,0,2,0.0,0
sub-05,Modern with screens,It is an archaeology of ancient rome class during which the professor lectures on augustus in particular,Augustus was a cultural leader,They have a midterm due next tuesday ,Charlie is an investor and alma is web developer,"Less than 56,000 dollars",Can't remember,A huge after class ends,34,loc,2,3,1,1,2,0,0.0,3
sub-06,Big and spacious,They are in an archeology class learning about the romans,They were discussing cesaer and how they thought themselves to be better than the ancient greeks,Assignment due next week,"Charlie is an investor, alma is an entrepeneur ",Somewhere around 50k,"Citibank, citigroup... citi-something",Handshake,34,loc,0,1,1,0,2,0,0.0,0
sub-07,Big,Ancient history,,,Charlie is head of the investment club,28k,,Handshake,34,soc,0,0,0,0,1,3,0.0,0
sub-08,I don't know,I don't know,I don't know,The paper is due on thursday about aristotle and can be submitted to the ta by email,Charlie is the fund manager and alma is the ceo,"The first offer spoken of is a rebuttal to alma's original request of $56,000, where charlie says they will pay $28,000",I don't know,They shake hands,34,soc,0,0,0,2,2,0,0.0,0
sub-09,I do not remember,This one may have been the roman history one... i don't remember,Idk,Idk,"Charlie is part of investment group and alma is some sort of develop of a product, i think a tech product of some sort","28000, but almas wants the intial, which is double that so 56k",Churchill investment group questionmark,A hug,34,soc,0,1,0,0,2,3,2.0,3
